"",电影名称,电影类型,导演,主演,评价人数,评分,国家/地区,年代
162,再见列宁 Good Bye Lenin!,剧情 / 喜剧,沃尔夫冈·贝克 ,丹尼尔·布鲁赫 / 卡特琳·萨斯 / 丘尔潘·哈马托娃,71478,8.8,德国,21世纪00年代
163,天伦之旅 Everybody's Fine,剧情 / 家庭,柯克·琼斯,罗伯特·德尼罗 / 凯特·贝金赛尔 / 山姆·洛克威尔,81727,8.6,美国,21世纪00年代
164,穿条纹睡衣的男孩 The Boy in the Striped Pajamas,剧情 / 战争,马克·赫尔曼,阿萨·巴特菲尔德 / 维拉·法米加 / 卡拉·霍根,405237,9.1,英国/美国,21世纪00年代
165,布达佩斯之恋 Gloomy Sunday - Ein Lied von Liebe und Tod,爱情 / 剧情,诺夫·舒贝尔,艾丽卡·莫露珊 / 约阿希姆·克罗尔 / 斯特法诺·迪奥尼斯,70885,8.6,德国/匈牙利,20世纪90年代
166,蓝白红三部曲之红 Trois couleurs: Rouge,剧情 / 爱情 / 悬疑,克日什托夫·基耶斯洛夫斯基,伊莲娜·雅各布 / 让-路易·特兰蒂尼昂 / 弗雷德里奎·费德,92416,8.7,法国/波兰/瑞士,20世纪90年代
167,跳出我天地 Billy Elliot,剧情 / 儿童 / 歌舞 / 家庭,史蒂芬·戴德利,杰米·贝尔 / 朱丽·沃特斯 / 杰米·德拉文,85301,8.8,英国/法国,21世纪00年代
168,不一样的天空 What's Eating Gilbert Grape,剧情 / 爱情 / 家庭,拉斯·霍尔斯道姆,约翰尼·德普 / 莱昂纳多·迪卡普里奥 / 朱丽叶特·刘易斯,120208,8.6,美国,20世纪90年代
169,奇爱博士 Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,剧情 / 喜剧 / 战争,斯坦利·库布里克,彼得·塞勒斯 / 乔治·C·斯科特 / 斯特林·海登,72195,8.8,美国/英国,20世纪60年代
170,芙蓉镇,剧情 / 爱情,谢晋,刘晓庆 / 姜文 / 郑在石,88491,9.2,中国大陆,20世纪80年代
171,沙漠之花 Desert Flower,剧情 / 传记,雪莉·霍曼,Soraya Omar-Scego / Idriss Abdillahi Houfaneh / Awa Saïd Darar,84938,8.7,英国/德国/奥地利/法国,21世纪00年代
172,热天午后 Dog Day Afternoon,剧情 / 喜剧 / 犯罪,西德尼·吕美特,阿尔·帕西诺 / 约翰·凯泽尔 / 查尔斯·德恩,65479,8.7,美国,20世纪70年代
173,野草莓 Smultronstället,剧情 / 爱情 / 家庭,英格玛·伯格曼,维克多·斯约斯特洛姆 / 毕比·安德松 / 英格丽·图林,45364,8.7,瑞典,20世纪50年代
174,城南旧事,剧情,吴贻弓,沈洁 / 张丰毅 / 张闽,78497,9.0,中国大陆,20世纪80年代
175,办公室的故事 Служебный Роман,剧情 / 喜剧 / 爱情,埃利达尔·梁赞诺夫,阿丽萨·弗雷因德利赫 / 安德烈·米亚赫科夫 / 斯维特拉娜·涅莫利亚耶娃,17345,8.8,苏联,20世纪70年代
176,刺杀肯尼迪 JFK,传记 / 剧情 / 历史 / 悬疑 / 惊悚,奥利佛·斯通,凯文·科斯特纳 / 茜茜·斯派塞克 / 汤米·李·琼斯,28456,8.8,美国/法国,20世纪90年代
177,爱犬的奇迹 マリと子犬の物語,剧情 / 儿童,猪股隆一,船越英一郎 / 松本明子 / 广田亮平,11259,8.7,日本,21世纪00年代
178,桥 Мост,动作 / 战争,哈伊鲁丁·克尔瓦瓦茨,韦利米尔·巴塔·日沃伊诺维奇 / 斯洛博丹·佩罗维奇 / 鲍里斯·德沃尔尼克,18500,8.8,南斯拉夫,20世纪60年代
179,邮差 Il postino,传记 / 喜剧 / 剧情 / 爱情,迈克尔·莱德福 / 马西莫·特洛伊西,菲利普·努瓦雷 / 马西莫·特洛伊西 / 玛丽亚·格拉齐亚·库奇诺塔,16130,8.8,意大利/法国/比利时,20世纪90年代
180,西部往事 C'era una volta il West,剧情 / 犯罪 / 西部,赛尔乔·莱昂内,亨利·方达 / 查尔斯·布朗森 / 克劳迪娅·卡汀娜,38063,8.7,意大利/美国,20世纪60年代
181,天堂的颜色 رنگ خدا,剧情 / 家庭,马基德·马基迪,侯赛因·马哈古 / Mohsen Ramezani / Salameh Feyzi,11453,8.7,伊朗,20世纪90年代
182,秋刀鱼之味 秋刀魚の味,剧情 / 家庭,小津安二郎,笠智众 / 岩下志麻 / 冈田茉莉子,34039,8.7,日本,20世纪60年代
183,南海十三郎,剧情 / 传记 / 爱情,高志森,谢君豪 / 潘灿良 / 苏玉华,35295,9.2,中国香港,20世纪90年代
184,史崔特先生的故事 The Straight Story,冒险 / 传记 / 剧情,大卫·林奇,茜茜·斯派塞克 / Jane Galloway Heitz / Joseph A. Carpenter,23087,8.5,法国/英国/美国,20世纪90年代
185,虎豹小霸王 Butch Cassidy and the Sundance Kid,冒险 / 犯罪 / 剧情 / 西部,乔治·罗伊·希尔,保罗·纽曼 / 罗伯特·雷德福 / 凯瑟琳·罗斯,15854,8.6,美国,20世纪60年代
186,艾美的世界 Amy,剧情 / 音乐,纳迪娅·塔斯,艾拉娜·德·罗玛 / 瑞切尔·格里菲斯 / 本·门德尔森,5681,8.6,澳大利亚,20世纪90年代
187,甜蜜的生活 La Dolce Vita,剧情 / 喜剧,费德里科·费里尼,马塞洛·马斯楚安尼 / 安妮塔·艾克伯格 / 阿努克·艾梅,21112,8.6,意大利/法国,20世纪60年代
188,悲惨世界 Les misérables,剧情,让-保罗·勒沙努瓦,让·迦本 / 布尔维尔 / 费尔南·勒杜,7262,8.8,法国/意大利/东德,20世纪50年代
189,蝴蝶效应 The Butterfly Effect,剧情 / 悬疑 / 科幻 / 惊悚,埃里克·布雷斯 / J·麦基·格鲁伯,阿什顿·库彻 / 梅洛拉·沃尔特斯 / 艾米·斯马特,740928,8.8,美国/加拿大,21世纪00年代
190,沉默的羔羊 The Silence of the Lambs,剧情 / 犯罪 / 惊悚,乔纳森·戴米,朱迪·福斯特 / 安东尼·霍普金斯 / 斯科特·格伦,676516,8.9,美国,20世纪90年代
191,重庆森林 重慶森林,剧情 / 爱情,王家卫,林青霞 / 金城武 / 梁朝伟,630818,8.8,中国香港,20世纪90年代
192,黑客帝国 The Matrix,动作 / 科幻,莉莉·沃卓斯基 / 拉娜·沃卓斯基,基努·里维斯 / 劳伦斯·菲什伯恩 / 凯瑞-安·莫斯,634304,9.0,美国/澳大利亚,20世纪90年代
193,甜蜜蜜,剧情 / 爱情,陈可辛,黎明 / 张曼玉 / 杨恭如,414618,8.9,中国香港,20世纪90年代
194,心灵捕手 Good Will Hunting,剧情,格斯·范·桑特,马特·达蒙 / 罗宾·威廉姆斯 / 本·阿弗莱克,557737,8.9,美国,20世纪90年代
195,拯救大兵瑞恩 Saving Private Ryan,剧情 / 战争,史蒂文·斯皮尔伯格,汤姆·汉克斯 / 汤姆·塞兹摩尔 / 爱德华·伯恩斯,513553,9.0,美国,20世纪90年代
196,春光乍泄 春光乍洩,剧情 / 爱情 / 同性,王家卫,张国荣 / 梁朝伟 / 张震,496443,8.9,中国香港/日本/韩国,20世纪90年代
197,撞车 Crash,犯罪 / 剧情,保罗·哈吉斯,桑德拉·布洛克 / 唐·钱德尔 / 马特·狄龙,262658,8.6,美国/德国/澳大利亚,21世纪00年代
198,谍影重重3 The Bourne Ultimatum,动作 / 悬疑 / 惊悚,保罗·格林格拉斯,马特·达蒙 / 朱丽娅·斯蒂尔斯 / 大卫·斯特雷泽恩,341277,8.8,美国/德国,21世纪00年代
199,纵横四海 緃横四海,剧情 / 喜剧 / 动作 / 犯罪,吴宇森,周润发 / 张国荣 / 钟楚红,327007,8.8,中国香港,20世纪90年代
200,英雄本色,剧情 / 动作 / 犯罪,吴宇森,周润发 / 狄龙 / 张国荣,409514,8.7,中国香港,20世纪80年代
201,绿里奇迹 The Green Mile,犯罪 / 剧情 / 奇幻 / 悬疑,弗兰克·德拉邦特,汤姆·汉克斯 / 大卫·摩斯 / 迈克·克拉克·邓肯,235850,8.9,美国,20世纪90年代
202,老爷车 Gran Torino,剧情,克林特·伊斯特伍德,克林特·伊斯特伍德 / 克里斯托弗·卡利 / 比·王,79436,8.6,美国/德国,21世纪00年代
203,想飞的钢琴少年 Vitus,剧情 / 音乐,弗兰迪-M.米偌,Fabrizio Borsani / 泰欧·盖尔基  / Julika Jenkins,27546,8.6,瑞士,21世纪00年代
204,悲情城市,剧情 / 历史,侯孝贤,陈松勇 / 李天禄 / 高捷,60923,8.9,中国台湾,20世纪80年代
205,乱,剧情 / 动作,黑泽明,仲代达矢 / 寺尾聪 / 根津甚八,65483,8.9,日本/法国,20世纪80年代
206,东京塔 東京タワー～オカンとボクと、時々、オトン～,剧情 / 家庭,松冈锭司,小田切让 / 树木希林 / 伊藤步,29122,8.6,日本,21世纪00年代
207,西伯利亚的理发师 Сибирский цирюльник,喜剧 / 剧情 / 爱情,尼基塔·米哈尔科夫,朱莉娅·奥蒙德 / 欧列格·缅希科夫 / 阿列克谢·彼得连科,32367,8.7,俄罗斯/法国/意大利/捷克,20世纪90年代
208,大卫·戈尔的一生 The Life of David Gale,剧情 / 犯罪 / 悬疑,艾伦·帕克,凯文·史派西 / 凯特·温丝莱特 / 劳拉·琳妮,179704,8.6,美国/德国/英国/西班牙,21世纪00年代
209,伊万的童年 Иваново детство,剧情 / 战争,安德烈·塔可夫斯基 / 爱德华·阿巴洛夫,尼古拉·布尔利亚耶夫 / 瓦连京·祖布科夫 / 叶甫盖尼·扎里科夫,24491,8.7,苏联,20世纪60年代
210,日落大道 Sunset Blvd.,剧情 / 黑色电影,比利·怀德,威廉·霍尔登 / 葛洛丽亚·斯旺森 / 埃里克·冯·施特罗海姆,42979,8.7,美国,20世纪50年代
211,战舰波将金号 Броненосец Потёмкин,剧情 / 历史 / 战争,谢尔盖·爱森斯坦,亚历山大·安东诺夫 / 弗拉迪米尔·巴斯基 / 格里高利·亚历山德罗夫,21132,8.6,苏联,20世纪20年代
212,热情如火 Some Like It Hot,喜剧,比利·怀德,玛丽莲·梦露 / 托尼·柯蒂斯 / 杰克·莱蒙,43338,8.9,美国,20世纪50年代
213,两个人的车站 Вокзал для двоих,剧情 / 爱情,埃利达尔·梁赞诺夫,柳德米拉·古尔琴柯 / 奥列格·巴希拉什维利 / 尼基塔·米哈尔科夫,7512,8.6,苏联,20世纪80年代
214,精英部队2：大敌当前 Tropa de Elite 2 - O Inimigo Agora É Outro,剧情 / 动作 / 犯罪 / 惊悚,何塞·帕迪里亚,瓦格纳·马拉 / 安德烈·拉米罗 / 米尔黑·考塔兹,68608,8.7,巴西,21世纪10年代
215,哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2,奇幻 / 冒险,大卫·叶茨,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特,615811,8.9,美国/英国,21世纪10年代
216,用心棒,剧情 / 动作 / 惊悚,黑泽明,三船敏郎 / 仲代达矢 / 司叶子,33183,8.9,日本,20世纪60年代
217,女人，四十,剧情 / 家庭,许鞍华,萧芳芳 / 乔宏 / 罗家英,35482,8.9,中国香港,20世纪90年代
218,叫我第一名 Front of the Class,剧情 / 传记,彼得·维纳,詹姆斯·沃克 / 特里特·威廉斯 / 多米尼克·斯科特·凯伊,160380,8.6,美国,21世纪00年代
219,熔炉 도가니,剧情,黄东赫,孔刘 / 郑有美 / 金贤秀,746645,9.3,韩国,21世纪10年代
220,卡里加里博士的小屋 Das Cabinet des Dr. Caligari,犯罪 / 悬疑 / 恐怖,罗伯特·维内,维尔纳·克劳斯 / 康拉德·韦特 / 弗里德里希·费赫尔,17371,8.9,德国,20世纪20年代
221,晩春,剧情 / 家庭,小津安二郎,笠智众 / 原节子 / 月丘梦路,17741,8.7,日本,20世纪40年代
222,恐惧的代价 Le salaire de la peur,剧情 / 惊悚 / 冒险,亨利-乔治·克鲁佐,伊夫·蒙当 / 夏尔·瓦内尔 / 彼得·范·埃克,8857,8.7,法国/意大利,20世纪50年代
223,追梦赤子心 Rudy,传记 / 剧情 / 运动,大卫·安斯鲍夫,西恩·奥斯汀 / 乔恩·费儒 / 尼德·巴蒂,44862,8.8,美国,20世纪90年代
224,超脱 Detachment,剧情,托尼·凯耶,艾德里安·布洛迪 / 马西娅·盖伊·哈登 / 詹姆斯·肯恩,383777,8.9,美国,21世纪10年代
225,赛德克·巴莱(上)：太阳旗 賽德克·巴萊(上)太陽旗,剧情 / 历史 / 战争,魏德圣,林庆台 / 游大庆 / 马志翔,85208,8.9,中国台湾,21世纪10年代
226,开罗紫玫瑰 The Purple Rose of Cairo,喜剧 / 爱情 / 奇幻,伍迪·艾伦,米亚·法罗 / 杰夫·丹尼尔斯 / 丹尼·爱罗,29591,8.7,美国,20世纪80年代
227,一次别离 جدایی نادر از سیمین,剧情 / 家庭,阿斯哈·法哈蒂,佩曼·莫阿迪 / 蕾拉·哈塔米 / 萨瑞·巴亚特,213784,8.7,伊朗/法国,21世纪10年代
228,少年派的奇幻漂流 Life of Pi,剧情 / 奇幻 / 冒险,李安,苏拉·沙玛 / 伊尔凡·可汗 / 拉菲·斯波,1119933,9.1,美国/中国台湾/英国/加拿大,21世纪10年代
229,桃色公寓 The Apartment,爱情 / 喜剧 / 剧情,比利·怀德,杰克·莱蒙 / 雪莉·麦克雷恩 / 弗莱德·麦克莫瑞,31849,8.7,美国,20世纪60年代
230,无声婚礼 Nunta Muta,喜剧 / 剧情,霍拉丘·默勒埃莱,梅达·安德列亚·维克托 / 亚历山德鲁·波托切安 / Valentin Teodosiu,11830,8.6,罗马尼亚/卢森堡/法国,21世纪00年代
231,狩猎 Jagten,剧情,托马斯·温特伯格,麦斯·米科尔森 / 托玛斯·博·拉森 / 安妮卡·韦德科普,294427,9.1,丹麦/瑞典,21世纪10年代
232,敲开天堂的门 Knockin' on Heaven's Door,动作 / 犯罪 / 喜剧 / 剧情,托马斯·雅恩,蒂尔·施威格 / 扬·约瑟夫·利费斯 / 蒂埃里·范·维凡客,12903,8.5,德国,20世纪90年代
233,一九零零 Novecento,剧情 / 历史 / 爱情 / 战争,贝纳尔多·贝托鲁奇,罗伯特·德尼罗 / 热拉尔·德帕迪约 / 多米妮克·桑达,7180,8.7,意大利/法国/西德,20世纪70年代
234,将军号 The General,剧情 / 喜剧 / 动作 / 战争 / 冒险,巴斯特·基顿 / 克莱德·布鲁克曼,巴斯特·基顿 / 玛丽昂·马克 / 格伦·卡文德,19424,9.1,美国,20世纪20年代
235,史密斯先生到华盛顿 Mr. Smith Goes to Washington,剧情,弗兰克·卡普拉,詹姆斯·斯图尔特 / 琪恩·亚瑟 / 克劳德·雷恩斯,8822,8.6,美国,20世纪30年代
236,7号房的礼物 7번방의 선물,剧情 / 喜剧 / 家庭,李焕庆,柳承龙 / 朴信惠 / 郑镇荣,428474,8.9,韩国,21世纪10年代
237,爱在午夜降临前 Before Midnight,剧情 / 爱情,理查德·林克莱特,伊桑·霍克 / 朱莉·德尔佩 / 肖姆斯·戴维-菲茨帕特里克,275350,8.8,美国/希腊,21世纪10年代
238,极速风流 Rush,剧情 / 传记 / 运动,朗·霍华德,克里斯·海姆斯沃斯 / 丹尼尔·布鲁赫 / 奥利维亚·王尔德,123609,8.8,英国/德国/美国,21世纪10年代
239,巴比龙 Papillon,剧情 / 传记 / 犯罪,富兰克林·沙夫纳,史蒂夫·麦奎因 / 达斯汀·霍夫曼 / 维克托·乔里,9016,8.7,法国/美国,20世纪70年代
240,电锯惊魂 Saw,悬疑 / 惊悚 / 恐怖,温子仁,雷·沃纳尔 / 加利·艾尔维斯 / 丹尼·格洛弗,409052,8.7,美国,21世纪00年代
241,小城之春,剧情 / 爱情,费穆,李纬 / 韦伟 / 石羽,38635,8.6,中国大陆,20世纪40年代
242,光荣之路 Paths of Glory,剧情 / 战争,斯坦利·库布里克,柯克·道格拉斯 / 拉尔夫·米克 / 阿道夫·门吉欧,37262,9.1,美国,20世纪50年代
243,霹雳五号 Short Circuit,喜剧 / 家庭 / 科幻,约翰·班德汉姆,艾丽·西蒂 / 斯蒂夫·古根伯格 / 费舍·史蒂芬斯,12573,8.6,美国,20世纪80年代
244,黄昏双镖客 Per qualche dollaro in più,西部,赛尔乔·莱昂内,克林特·伊斯特伍德 / 李·范·克里夫 / 吉安·马里亚·沃隆特,33516,8.8,意大利/西班牙/西德,20世纪60年代
245,喜宴 囍宴,剧情 / 喜剧 / 爱情 / 同性 / 家庭,李安,赵文瑄 / 郎雄 / 归亚蕾,269848,8.9,中国台湾/美国,20世纪90年代
246,骗中骗 The Sting,剧情 / 喜剧 / 犯罪,乔治·罗伊·希尔,保罗·纽曼 / 罗伯特·雷德福 / 罗伯特·肖,43375,8.7,美国,20世纪70年代
247,豹 Il gattopardo,剧情 / 历史 / 爱情 / 战争,卢基诺·维斯康蒂,伯特·兰卡斯特 / 克劳迪娅·卡汀娜 / 阿兰·德龙,11540,8.8,意大利/法国,20世纪60年代
248,星际穿越 Interstellar,剧情 / 科幻 / 冒险,克里斯托弗·诺兰,马修·麦康纳 / 安妮·海瑟薇 / 杰西卡·查斯坦,1339629,9.3,美国/英国/加拿大,21世纪10年代
249,斯图尔特：倒带人生 Stuart: A Life Backwards,剧情,戴维·阿特伍德,汤姆·哈迪 / 本尼迪克特·康伯巴奇 / George Anton,42921,8.7,英国,21世纪00年代
250,我是 Jestem,剧情,多罗塔·肯杰扎夫斯卡,Piotr Jagielski / Agnieszka Nagórzycka / Edyta Jungowska,9539,9.0,波兰,21世纪00年代
251,神迹 Something The Lord Made,剧情 / 传记,约瑟夫·萨金特,艾伦·瑞克曼 / 茅斯·达夫 / 玛丽·斯图尔特·马斯特森,7072,8.7,美国,21世纪00年代
252,十二怒汉 12 Angry Men,剧情 / 犯罪,威廉·弗莱德金,考特尼·万斯 / 奥西·戴维斯 / 乔治·C·斯科特,16293,9.1,美国,20世纪90年代
253,罗密欧与朱丽叶 Romeo and Juliet,剧情 / 爱情,佛朗哥·泽菲雷里,莱昂纳德·怀廷 / 奥丽维娅·赫西 / 约翰·麦克埃尼,10066,8.7,英国/意大利,20世纪60年代
254,无间道(正序版),剧情 / 犯罪,刘伟强 / 麦兆辉,刘德华 / 梁朝伟 / 黎明,38723,9.0,中国香港,21世纪00年代
255,恐怖直播 더 테러 라이브,剧情 / 犯罪 / 悬疑,金秉祐,河正宇 / 李璟荣 / 全慧珍,514191,8.8,韩国,21世纪10年代
256,素媛 소원,剧情,李濬益,薛景求 / 严志媛 / 李来,521687,9.3,韩国,21世纪10年代
257,辩护人 변호인,剧情,杨宇硕,宋康昊 / 金英爱 / 吴达洙,485903,9.2,韩国,21世纪10年代
258,相助 The Help,剧情,泰特·泰勒,艾玛·斯通 / 维奥拉·戴维斯 / 布莱丝·达拉斯·霍华德,86367,8.8,美国/印度/阿联酋,21世纪10年代
259,剃头匠,剧情 / 传记,哈斯朝鲁,靖奎,13395,9.2,中国大陆,21世纪00年代
260,本杰明·巴顿奇事 The Curious Case of Benjamin Button,剧情 / 爱情 / 奇幻,大卫·芬奇,凯特·布兰切特 / 布拉德·皮特 / 朱莉娅·奥蒙德,783044,8.9,美国,21世纪00年代
261,布达佩斯大饭店 The Grand Budapest Hotel,剧情 / 喜剧 / 冒险,韦斯·安德森,拉尔夫·费因斯 / 托尼·雷沃罗利 / 艾德里安·布洛迪,705118,8.9,美国/德国/英国,21世纪10年代
262,消失的爱人 Gone Girl,剧情 / 犯罪 / 悬疑 / 惊悚,大卫·芬奇,本·阿弗莱克 / 裴淳华 / 尼尔·帕特里克·哈里斯,715260,8.7,美国,21世纪10年代
263,疯狂的麦克斯4：狂暴之路 Mad Max: Fury Road,动作 / 科幻 / 冒险,乔治·米勒,汤姆·哈迪 / 查理兹·塞隆 / 尼古拉斯·霍尔特,414167,8.6,澳大利亚/南非/美国,21世纪10年代
264,布朗克斯的故事 A Bronx Tale,犯罪 / 剧情,罗伯特·德尼罗,罗伯特·德尼罗 / 查兹·帕尔明特瑞 / 李洛·布兰卡托,7497,8.6,美国,20世纪90年代
265,荒蛮故事 Relatos salvajes,剧情 / 喜剧 / 犯罪,达米安·斯兹弗隆,达里奥·格兰迪内蒂 / 玛丽娅·玛努尔 / 莫妮卡·比利亚,339770,8.8,阿根廷/西班牙,21世纪10年代
266,查令十字街84号 84 Charing Cross Road,传记 / 剧情 / 爱情,大卫·休·琼斯,安妮·班克罗夫特 / 安东尼·霍普金斯 / 朱迪·丹奇,18039,8.6,英国/美国,20世纪80年代
267,流浪者之歌 Дом за вешање,喜剧 / 犯罪 / 剧情 / 奇幻,埃米尔·库斯图里卡,达沃尔·杜伊莫维奇 / 博拉·托德洛维奇 / Ljubica Adzovic,8151,9.1,意大利/英国/南斯拉夫,20世纪80年代
268,革命往事 Giù la testa,冒险 / 战争 / 西部,赛尔乔·莱昂内,罗德·斯泰格尔 / 詹姆斯·柯本 / 罗慕洛·瓦利,12778,9.1,意大利,20世纪70年代
269,你逃我也逃 To Be or Not to Be,喜剧 / 战争,恩斯特·刘别谦,卡洛·朗白 / 杰克·本尼 / 罗伯特·斯塔克,29133,9.2,美国,20世纪40年代
270,士兵之歌 Баллада о солдате,剧情 / 爱情 / 战争,格利高利·丘赫莱依,弗拉迪米尔·伊瓦绍夫 / 然娜·普罗霍连科 / 安东宁娜·马克西莫娃,8762,9.1,苏联,20世纪50年代
271,马戏团 The Circus,喜剧 / 爱情,查理·卓别林,阿尔·欧内斯特·加西亚 / 梅尔纳·肯尼迪 / 哈里·克罗克,14787,9.2,美国,20世纪20年代
272,背靠背，脸对脸,剧情,黄建新 / 杨亚洲,牛振华 / 雷恪生 / 李强,65178,9.4,中国大陆/中国香港,20世纪90年代
273,福尔摩斯二世 Sherlock Jr.,喜剧 / 动作 / 爱情,巴斯特·基顿,巴斯特·基顿 / 凯瑟琳·麦奎尔 / 乔·基顿,18065,9.5,美国,20世纪20年代
274,血战钢锯岭 Hacksaw Ridge,剧情 / 传记 / 历史 / 战争,梅尔·吉布森,安德鲁·加菲尔德 / 萨姆·沃辛顿 / 文斯·沃恩,639352,8.7,澳大利亚/美国,21世纪10年代
275,房间 Room,剧情 / 家庭,伦尼·阿伯拉罕森,布丽·拉尔森 / 雅各布·特伦布莱 / 肖恩·布里吉格斯,314286,8.8,爱尔兰/加拿大/英国/美国,21世纪10年代
276,请以你的名字呼唤我 Call Me by Your Name,剧情 / 爱情 / 同性,卢卡·瓜达尼诺,艾米·汉莫 / 蒂莫西·柴勒梅德 / 迈克尔·斯图巴,530325,8.9,意大利/法国/巴西/美国/荷兰/德国,21世纪10年代
277,霍金传 Hawking,剧情 / 传记,菲利普·马丁,本尼迪克特·康伯巴奇 / 丽莎·迪伦 / 亚当·戈德利,16819,8.6,英国,21世纪00年代
278,头号玩家 Ready Player One,动作 / 科幻 / 冒险,史蒂文·斯皮尔伯格,泰伊·谢里丹 / 奥利维亚·库克 / 本·门德尔森,1110838,8.6,美国,21世纪10年代
279,摔跤吧！爸爸 Dangal,剧情 / 传记 / 运动 / 家庭,涅提·蒂瓦里,阿米尔·汗 / 法缇玛·萨那·纱卡 / 桑亚·玛荷塔,1258331,9.0,印度,21世纪10年代
280,看不见的客人 Contratiempo,剧情 / 犯罪 / 悬疑 / 惊悚,奥里奥尔·保罗,马里奥·卡萨斯 / 阿娜·瓦格纳 / 何塞·科罗纳多,955411,8.8,西班牙,21世纪10年代
281,莫娣 Maudie,剧情 / 传记 / 爱情,艾斯林·沃什,莎莉·霍金斯 / 伊桑·霍克 / 卡瑞·玛切特,76219,9.1,爱尔兰/加拿大,21世纪10年代
282,大佛普拉斯,剧情 / 喜剧,黄信尧,庄益增 / 陈竹昇 / 戴立忍,319979,8.7,中国台湾,21世纪10年代
283,海边的曼彻斯特 Manchester by the Sea,剧情 / 家庭,肯尼思·洛纳根,卡西·阿弗莱克 / 卢卡斯·赫奇斯 / 米歇尔·威廉姆斯,386492,8.6,美国,21世纪10年代
284,至暗时刻 Darkest Hour,剧情 / 传记 / 历史 / 战争,乔·赖特,加里·奥德曼 / 克里斯汀·斯科特·托马斯 / 莉莉·詹姆斯,300167,8.6,英国/美国,21世纪10年代
285,我能说 아이 캔 스피크,剧情 / 喜剧,金炫锡,罗文姬 / 李帝勋 / 廉惠兰,78717,8.8,韩国,21世纪10年代
286,我不是药神,剧情 / 喜剧,文牧野,徐峥 / 王传君 / 周一围,1674122,9.0,中国大陆,21世纪10年代
287,无主之地 Ničija zemlja,剧情 / 战争,丹尼斯·塔诺维奇,布兰科·德约里奇 / 瑞内·比托拉贾奇 / 菲利普·索瓦戈维奇,21863,8.6,波黑/斯洛文尼亚/意大利/法国/英国/比利时,21世纪00年代
288,歌厅 Cabaret,剧情 / 爱情 / 歌舞,鲍勃·福斯,丽莎·明奈利 / 麦克尔·约克 / 赫尔穆特·格里姆,9486,8.9,美国,20世纪70年代
289,我们俩,剧情,马俪文,宫哲 / 金雅琴 / 张淑芳,97582,8.7,中国大陆,21世纪00年代
290,高山下的花环,剧情 / 战争,谢晋,唐国强 / 吕晓禾 / 何伟,25981,9.3,中国大陆,20世纪80年代
291,波西米亚狂想曲 Bohemian Rhapsody,剧情 / 传记 / 同性 / 音乐,布莱恩·辛格,拉米·马雷克 / 本·哈迪 / 约瑟夫·梅泽罗,460372,8.7,英国/美国,21世纪10年代
292,乌鸦与麻雀 烏鴉与麻雀,剧情,郑君里,赵丹 / 上官云珠 / 孙道临,7025,8.7,中国大陆,20世纪40年代
293,横空出世,剧情 / 历史,陈国星,李雪健 / 李幼斌 / 高明,38560,9.4,中国大陆,20世纪90年代
294,何以为家 كفرناحوم,剧情,娜丁·拉巴基,赞恩·阿尔·拉菲亚 / 约丹诺斯·希费罗 / 博鲁瓦蒂夫·特雷杰·班科尔,793780,9.1,黎巴嫩/法国/美国,21世纪10年代
295,早安 お早よう,喜剧,小津安二郎,杉村春子 / 笠智众 / 久我美子,7621,8.7,日本,20世纪50年代
296,痛苦与荣耀 Dolor y gloria,剧情 / 同性,佩德罗·阿莫多瓦,安东尼奥·班德拉斯 / 阿谢尔·埃特塞安迪亚 / 莱昂纳多·斯巴拉格利亚,69526,8.5,西班牙/法国,21世纪10年代
297,上海滩 上海灘,剧情 / 动作 / 爱情,招振强,周润发 / 吕良伟 / 赵雅芝,8113,8.9,中国香港,20世纪80年代
298,新世界 신세계,剧情 / 犯罪,朴勋政,李政宰 / 崔岷植 / 黄政民,283140,8.8,韩国,21世纪10年代
299,寄生虫 기생충,剧情 / 喜剧,奉俊昊,宋康昊 / 李善均 / 曹如晶,1089627,8.7,韩国,21世纪10年代
300,小丑 Joker,剧情 / 犯罪 / 惊悚,托德·菲利普斯,华金·菲尼克斯 / 罗伯特·德尼罗 / 马克·马龙,792918,8.7,美国/加拿大,21世纪10年代
301,北壁 Nordwand,剧情 / 历史 / 冒险 / 运动,菲利普·施特尔茨尔,本诺·菲尔曼 / 弗洛里安·卢卡斯 / 约翰娜·沃卡莱克,10905,8.6,德国/奥地利/瑞士,21世纪00年代
302,一个叫欧维的男人决定去死 En man som heter Ove,剧情,汉内斯·赫尔姆,罗夫·拉斯加德 / 巴哈·帕斯 / 托比亚斯·阿姆博瑞,323501,8.9,瑞典,21世纪10年代
303,谍影重重 The Bourne Identity,动作 / 悬疑 / 惊悚,道格·里曼,马特·达蒙 / 弗朗卡·波滕特 / 克里斯·库珀,342188,8.6,美国/德国/捷克,21世纪00年代
304,黄昏的清兵卫 たそがれ清兵衛,剧情 / 历史 / 爱情,山田洋次,真田广之 / 宫泽理惠 / 小林稔侍,24628,8.8,日本,21世纪00年代
