,电影名称,电影类型,导演,主演,评价人数,评分,国家/地区,年代,图片
573,天才一族 The Royal Tenenbaums,剧情 / 喜剧 / 家庭,韦斯·安德森,吉恩·哈克曼 / 安杰丽卡·休斯顿 / 本·斯蒂勒,36883,8.1,美国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p456224494.jpg
574,红色沙漠 Il deserto rosso,剧情,米开朗基罗·安东尼奥尼,莫尼卡·维蒂 / 理查德·哈里斯 / Carlo Chionetti,14324,8.0,意大利/法国,20世纪60年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2248487533.jpg
575,野战排 Platoon,动作 / 剧情 / 战争,奥利佛·斯通,威廉·达福 / 查理·辛 / 汤姆·贝伦杰,37082,8.2,美国/英国,20世纪80年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1596877271.jpg
576,男孩A Boy A,剧情 / 犯罪,约翰·克劳利,安德鲁·加菲尔德 / 彼得·穆兰 / 希欧布罕·芬内朗,23769,8.2,英国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p574349406.jpg
577,夺魂索 Rope,犯罪 / 悬疑 / 惊悚,阿尔弗雷德·希区柯克,约翰·道尔 / 法利·格兰杰 / 詹姆斯·斯图尔特,39842,8.1,美国,20世纪40年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2154845412.jpg
578,东京奏鸣曲 トウキョウソナタ,剧情,黑泽清,香川照之 / 小泉今日子 / 井之胁海,19621,8.1,日本/荷兰/中国香港,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1287238832.jpg
579,卡蜜儿·克劳岱尔 Camille Claudel,传记 / 剧情 / 历史 / 爱情,布鲁诺·努坦,伊莎贝尔·阿佳妮 / 热拉尔·德帕迪约 / 玛德琳尼·罗宾森,25261,8.2,法国,20世纪80年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2388254938.jpg
580,对话尼克松 Frost/Nixon,剧情 / 传记 / 历史,朗·霍华德,弗兰克·兰格拉 / 麦克·辛 / 山姆·洛克威尔,15113,8.0,美国/英国/法国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1375467209.jpg
581,几近成名 Almost Famous,剧情 / 音乐,卡梅伦·克罗,比利·克鲁德普 / 弗兰西斯·麦克多蒙德 / 凯特·哈德森,26103,8.0,美国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2453284980.jpg
582,红色小提琴 Le violon rouge,剧情 / 爱情 / 悬疑 / 音乐,弗朗索瓦·吉拉德,卡洛·切基 / 让-吕克·比多 / 张艾嘉,15350,8.2,加拿大/意大利/英国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1486350295.jpg
583,蒂凡尼的早餐 Breakfast at Tiffany's,喜剧 / 剧情 / 爱情,布莱克·爱德华兹,奥黛丽·赫本 / 乔治·佩帕德 / 帕德里夏·妮尔,203219,8.1,美国,20世纪60年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1114467603.jpg
584,回归 Volver,喜剧 / 犯罪 / 剧情 / 悬疑,佩德罗·阿莫多瓦,佩内洛普·克鲁兹 / 卡门·毛拉 / 洛拉·杜埃尼亚斯,38782,8.1,西班牙,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2213137026.jpg
585,银河系漫游指南 The Hitchhiker's Guide to the Galaxy,冒险 / 喜剧 / 科幻,加斯·詹宁斯,马丁·弗瑞曼 / 茅斯·达夫 / 山姆·洛克威尔,105595,8.1,美国/英国,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1985335323.jpg
586,花与爱丽丝 花とアリス,剧情 / 喜剧 / 爱情,岩井俊二,铃木杏 / 苍井优 / 郭智博,178100,8.1,日本,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2196652087.jpg
587,四月物语 四月物語,爱情,岩井俊二,松隆子 / 田边诚一 / 藤井香织,150189,8.2,日本,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2107289058.jpg
588,大逃杀 バトル・ロワイアル,剧情 / 科幻 / 惊悚,深作欣二,藤原龙也 / 前田亚季 / 山本太郎,179931,8.0,日本,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1071682909.jpg
589,空房间 빈집,剧情 / 爱情 / 犯罪,金基德,在熙 / 李成延 / 李忠秀,143670,8.0,韩国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p462432458.jpg
590,追风筝的人 The Kite Runner,剧情,马克·福斯特,赫立德·阿卜杜拉 / 阿托莎·利奥妮 / 肖恩·托布 ,146471,8.2,美国/中国大陆/英国/阿富汗,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p956325412.jpg
591,时光驻留 Le temps qui reste,剧情 / 同性,弗朗索瓦·欧容,梅尔维尔·珀波 / 让娜·莫罗 / 瓦莱丽亚·布鲁尼·泰德斯基,15836,8.1,法国,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2244194842.jpg
592,妖夜慌踪 Lost Highway,悬疑 / 惊悚,大卫·林奇,比尔·普尔曼 / 帕特丽夏·阿奎特 / 巴萨扎·盖提,24695,8.1,法国/美国,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2040157660.jpg
593,本X Ben X,剧情,尼克·巴斯阿扎,格雷格·提姆曼斯 / Laura Verlinden / Pol Goossen,11330,8.0,比利时/荷兰,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1751771543.jpg
594,人体雕像 Taxidermia,剧情,乔治·巴勒菲,查巴·策勒 / 格雷戈里·特罗萨尼 / 马克·比肖夫,8629,8.0,匈牙利/奥地利/法国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1079218159.jpg
595,中央舞台 Center Stage,剧情 / 歌舞,尼古拉斯·希特纳,彼得·盖勒 / Ilia Kulik / 佐伊·索尔达娜,7991,8.2,美国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p783126245.jpg
596,香港制造,犯罪 / 剧情 / 爱情 / 喜剧,陈果,李灿森 / 严栩慈 / 李栋全,36190,8.2,中国香港,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2149644720.jpg
597,夺宝奇兵3 Indiana Jones and the Last Crusade,剧情 / 动作 / 奇幻 / 冒险,史蒂文·斯皮尔伯格,哈里森·福特 / 肖恩·康纳利 / 丹霍姆·艾略特,56965,8.2,美国/英国,20世纪80年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1703183716.jpg
598,离开拉斯维加斯 Leaving Las Vegas,剧情 / 爱情,迈克·菲吉斯,尼古拉斯·凯奇 / 伊丽莎白·苏 / 朱利安·山德斯,31365,8.1,美国/法国/英国,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2494188239.jpg
599,闪灵 The Shining,剧情 / 悬疑 / 恐怖,斯坦利·库布里克,杰克·尼科尔森 / 谢莉·杜瓦尔 / 丹尼·劳埃德,383393,8.3,英国/美国,20世纪80年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2461253191.jpg
600,马语者 The Horse Whisperer,剧情 / 爱情 / 西部,罗伯特·雷德福,罗伯特·雷德福 / 克里斯汀·斯科特·托马斯 / 斯嘉丽·约翰逊,17622,8.1,美国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p949388374.jpg
601,鲸骑士 Whale Rider,剧情 / 家庭,妮琪·卡罗,凯莎·卡斯特-休伊斯 / 拉维里·帕拉特恩 / 薇姬·浩顿,7107,8.0,新西兰/德国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2318519841.jpg
602,怒火救援 Man on Fire,动作 / 剧情 / 惊悚,托尼·斯科特,丹泽尔·华盛顿 / 达科塔·范宁 / 拉达·米切尔,64545,8.1,美国/英国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1673558925.jpg
603,滚滚红尘 滾滾紅塵,爱情 / 战争,严浩,林青霞 / 秦汉 / 张曼玉,42056,8.2,中国香港/中国台湾,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1281789791.jpg
604,附注：我爱你 P.S. I Love You,剧情 / 爱情,理查德·拉·格拉文斯,希拉里·斯万克 / 杰拉德·巴特勒 / 丽莎·库卓,121796,8.1,美国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p461625359.jpg
605,饥饿 Hunger,剧情 / 传记,史蒂夫·麦奎因,迈克尔·法斯宾德 / 斯图尔特·格雷厄姆 / 莱恩·梅加,14590,8.0,爱尔兰/英国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p788163635.jpg
606,乐队来访 ביקור התזמורת,剧情 / 音乐,艾伦·科勒林,塞森·加布埃 / 罗内特·艾尔卡贝兹 / 萨莱·巴克里,5725,8.1,以色列/法国/美国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2513242444.jpg
607,罪恶之城 Sin City,动作 / 犯罪 / 惊悚,弗兰克·米勒 / 罗伯特·罗德里格兹 / 昆汀·塔伦蒂诺,杰西卡·阿尔芭 / 布鲁斯·威利斯 / 克莱夫·欧文,175453,8.4,美国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2173716829.jpg
608,扒手 Pickpocket,剧情 / 犯罪,罗伯特·布列松,马丁·拉萨尔 / 玛莉卡·格林 / Jean Pélégri,14703,8.3,法国,20世纪50年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1716876999.jpg
609,迫在眉梢 John Q,剧情 / 惊悚 / 家庭 / 犯罪,尼克·卡萨维蒂,丹泽尔·华盛顿 / Gabriela Oltean / 金伯莉·伊丽丝,40455,8.5,美国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2174974798.jpg
610,危情十日 Misery,剧情 / 犯罪 / 惊悚,罗伯·莱纳,詹姆斯·肯恩 / 凯西·贝茨 / 理查德·法恩斯沃斯,54646,8.4,美国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1217959104.jpg
611,冥王星早餐 Breakfast on Pluto,喜剧 / 剧情,尼尔·乔丹,基里安·墨菲 / 摩根·琼斯 / 伊娃·柏西斯托,11880,8.3,爱尔兰/英国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p788528406.jpg
612,桃姐,剧情 / 家庭,许鞍华,叶德娴 / 刘德华 / 秦海璐,276152,8.3,中国香港,21世纪10年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1455206048.jpg
613,英伦性丑闻 A Very British Sex Scandal,剧情 / 同性,Patrick Reams,尼古拉斯·勒·普雷沃斯特 / 哈莉特·伊斯特科特 / 萨姆·修汉,2513,8.5,英国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2515510470.jpg
